u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,from,to,access,bridge,geometry
71381530,71667626,0,9416494,0,2,,Violette Circle,residential,,,118.47999999999999,71667626,71381530,,,"LINESTRING (-71.68401 42.282794, -71.684157 42.2830009, -71.684216 42.283084, -71.684238 42.283111, -71.68426 42.283138, -71.684283 42.283165, -71.684302 42.283185, -71.684321 42.283205, -71.684341 42.283225, -71.684364 42.283247, -71.684387 42.283269, -71.684412 42.283289, -71.684441 42.283309, -71.684472 42.283328, -71.684504 42.283346, -71.68454 42.283363, -71.684578 42.283378, -71.684616 42.283392, -71.684652 42.283403, -71.684689 42.283412, -71.684726 42.283422, -71.685 42.283496)"
71381896,71474590,0,441656136,0,,,,residential,,,58.124,71474590,71381896,,,"LINESTRING (-71.683518 42.277366, -71.684147 42.277128)"
71381896,71431599,0,441656137,0,,,Commons Drive,residential,,,28.74,71431599,71381896,,,"LINESTRING (-71.684399 42.277307, -71.684147 42.277128)"
71381896,71471211,0,9414890,0,,,Commons Drive,residential,,,64.463,71471211,71381896,,,"LINESTRING (-71.683635 42.276694, -71.683666 42.276725, -71.683696 42.276755, -71.683726 42.276785, -71.683758 42.276818, -71.68379 42.276852, -71.683823 42.276885, -71.683852 42.276917, -71.683882 42.276948, -71.683915 42.276978, -71.68395 42.277004, -71.683987 42.277029, -71.684025 42.277053, -71.684066 42.277078, -71.684107 42.277103, -71.684147 42.277128)"
71381945,71472962,0,9414416,0,2,,Woodland Road,residential,,12.2,92.721,71472962,71381945,,,"LINESTRING (-71.713666 42.288408, -71.7126828 42.2880002)"
71381945,71474646,0,9414431,0,2,,Arnold Road,residential,,12.2,107.987,71474646,71381945,,,"LINESTRING (-71.7127593 42.2870307, -71.7126828 42.2880002)"
71381945,5759658785,0,9414416,0,2,,Woodland Road,residential,,12.2,82.154,5759658785,71381945,,,"LINESTRING (-71.7116976 42.2879063, -71.7117758 42.2879103, -71.7123446 42.2879392, -71.7124417 42.2879481, -71.712554 42.287963, -71.7126828 42.2880002)"
71382033,71446845,0,9414828,0,,,Commons Drive,residential,,,258.515,71446845,71382033,,,"LINESTRING (-71.683409 42.274548, -71.683516 42.27438, -71.683562 42.274273, -71.683577 42.274161, -71.683578 42.273736, -71.683589 42.273666, -71.683609 42.273611, -71.683653 42.273531, -71.683719 42.273446, -71.683954 42.273263, -71.684047 42.273164, -71.684099 42.27306, -71.684126 42.272942, -71.684118 42.272849, -71.684044 42.272678, -71.683965 42.272589, -71.683889 42.27253, -71.683801 42.272475, -71.683771 42.272458)"
71382033,5158349688,0,"[9414272, 685847078]",0,"['3', '2']",US 20,Hartford Turnpike,primary,50 mph,18.3,620.0029999999999,5158349688,71382033,,,"LINESTRING (-71.6780113 42.2760529, -71.678134 42.275975, -71.6784065 42.2758115, -71.678583 42.275697, -71.678799 42.275559, -71.679013 42.27542, -71.6791818 42.2753129, -71.679229 42.275283, -71.679439 42.275156, -71.67965 42.27503, -71.6796582 42.2750251, -71.679766 42.274961, -71.679862 42.274904, -71.68059 42.274447, -71.681608 42.27381, -71.681836 42.273668, -71.682663 42.273155, -71.6829193 42.2729936, -71.6836959 42.2725043, -71.683752 42.272469, -71.683771 42.272458)"
71382033,71645766,0,685847078,0,3,US 20,Hartford Turnpike,primary,50 mph,18.3,137.187,71645766,71382033,,,"LINESTRING (-71.685055 42.271671, -71.684643 42.271919, -71.6843031 42.2721291, -71.6842111 42.272186, -71.683771 42.272458)"
71382516,71704566,0,9416447,0,2,,Bummet Brook Circle,residential,30 mph,12.2,109.66499999999999,71704566,71382516,,,"LINESTRING (-71.676483 42.283447, -71.676111 42.283389, -71.67581 42.283346, -71.675553 42.283336, -71.6751643 42.283347)"
71382625,71473895,0,9414774,0,,,,residential,,,384.506,71473895,71382625,,,"LINESTRING (-71.750389 42.290823, -71.750396 42.290697, -71.750404 42.290571, -71.750399 42.290446, -71.750382 42.290329, -71.750354 42.290212, -71.750314 42.290099, -71.750268 42.289999, -71.750212 42.289901, -71.750143 42.289809, -71.750049 42.289714, -71.749939 42.289626, -71.749819 42.289547, -71.749693 42.289479, -71.749558 42.28942, -71.749419 42.289367, -71.749222 42.289305, -71.749017 42.289255, -71.748813 42.289205, -71.748537 42.289132, -71.74826 42.289059, -71.747983 42.288988, -71.747735 42.288928, -71.747488 42.288867, -71.74724 42.288808)"
71383247,5821599403,2,9416420,0,2,,Topsfield Circle,residential,,15.2,252.682,71383247,5821599403,,,"LINESTRING (-71.7244462 42.2641845, -71.724059 42.26493, -71.7240298 42.2649833, -71.7239973 42.2650317, -71.7239583 42.2650789, -71.7239095 42.2651213, -71.7238591 42.2651565, -71.7237989 42.2651844, -71.7237257 42.2652099, -71.7236623 42.2652258, -71.7229595 42.2653889, -71.7228684 42.2654091, -71.7227739 42.2654174, -71.7226789 42.2654134, -71.7225863 42.2653973, -71.7224989 42.2653695, -71.7224193 42.2653309, -71.72235 42.2652827)"
71383247,5821599403,3,9416420,0,2,,Topsfield Circle,residential,,15.2,254.64500000000004,71383247,5821599403,,,"LINESTRING (-71.7244462 42.2641845, -71.7241476 42.2641455, -71.7240326 42.2641437, -71.7239251 42.264153, -71.7238101 42.2641789, -71.7237101 42.2642159, -71.7225539 42.2646381, -71.722469 42.2646699, -71.7223929 42.2647122, -71.7223278 42.2647635, -71.7222758 42.2648225, -71.7222383 42.2648872, -71.7222166 42.2649558, -71.7222113 42.2650261, -71.7222226 42.265096, -71.7222501 42.2651634, -71.722293 42.2652263, -71.72235 42.2652827)"
71383247,71618198,0,9416420,0,2,,Topsfield Circle,residential,,15.2,116.81899999999999,71618198,71383247,,,"LINESTRING (-71.7258196 42.2644391, -71.7254173 42.2643327, -71.7251717 42.2642832, -71.7249973 42.2642544, -71.7248212 42.264232, -71.7244462 42.2641845)"
71383445,71499455,0,9414438,0,2,,Monadnock Drive,residential,30 mph,12.2,359.06600000000003,71499455,71383445,,,"LINESTRING (-71.7296 42.29628, -71.729767 42.296252, -71.729942 42.296165, -71.730043 42.296094, -71.730207 42.295853, -71.730429 42.295481, -71.730404 42.295158, -71.730385 42.294991, -71.730352 42.294709, -71.730344 42.294564, -71.730335 42.294468, -71.730338 42.294358, -71.730401 42.294236, -71.730406 42.294225, -71.730503 42.294015, -71.730572 42.293857, -71.730618 42.293688, -71.730652 42.293506, -71.730663 42.293351)"
71383445,71669900,0,9416546,0,2,,Main Street,secondary,35 mph,18.3,578.717,71669900,71383445,,,"LINESTRING (-71.737374 42.291911, -71.736757 42.292121, -71.736299 42.292271, -71.736252 42.2922864, -71.736177 42.292311, -71.7360566 42.2923434, -71.735906 42.292384, -71.735351 42.292534, -71.734593 42.29273, -71.7342725 42.2928076, -71.7340857 42.2928528, -71.733895 42.292899, -71.73337 42.29302, -71.732955 42.293113, -71.732618 42.29318, -71.7324 42.293217, -71.7323647 42.2932225, -71.732252 42.29324, -71.731716 42.293297, -71.731221 42.293341, -71.73078 42.293351, -71.730663 42.293351)"
71383445,71474930,0,9416546,0,2,,Main Street,secondary,35 mph,18.3,139.817,71474930,71383445,,,"LINESTRING (-71.728964 42.293352, -71.72929 42.293342, -71.729757 42.293334, -71.730067 42.293344, -71.730257 42.29335, -71.730397 42.29335, -71.730663 42.293351)"
71383488,71699747,0,9414395,0,2,,Bunker Hill Road,residential,,15.2,105.654,71699747,71383488,,,"LINESTRING (-71.733135 42.288346, -71.733041 42.288058, -71.732996 42.287914, -71.73286 42.287418)"
71383488,71440061,0,9414395,0,2,,Bunker Hill Road,residential,,15.2,96.47,71440061,71383488,,,"LINESTRING (-71.73395 42.2871, -71.733793 42.28715, -71.733639 42.287204, -71.733482 42.287255, -71.733276 42.287312, -71.73286 42.287418)"
71383488,71396032,0,9416476,0,2,,Lexington Road,residential,,15.2,400.61199999999997,71396032,71383488,,,"LINESTRING (-71.734669 42.284517, -71.734612 42.284652, -71.734576 42.284717, -71.734527 42.284781, -71.734471 42.284843, -71.734407 42.284899, -71.734327 42.284951, -71.734151 42.285045, -71.733758 42.285289, -71.733666 42.285344, -71.733462 42.285458, -71.733235 42.285577, -71.733024 42.285694, -71.732922 42.285755, -71.732773 42.285851, -71.73271 42.285906, -71.732635 42.286003, -71.732585 42.286105, -71.732558 42.286207, -71.732557 42.286266, -71.732571 42.286384, -71.73259 42.286487, -71.732678 42.286819, -71.732752 42.287072, -71.73286 42.287418)"
71383707,71538219,0,9414820,0,,,,residential,,,263.71700000000004,71538219,71383707,,,"LINESTRING (-71.7152343 42.2622748, -71.715287 42.26226, -71.715355 42.26225, -71.715421 42.262236, -71.715453 42.262227, -71.715485 42.262218, -71.715517 42.26221, -71.715546 42.262203, -71.715575 42.262196, -71.715604 42.262191, -71.715627 42.262188, -71.715651 42.262184, -71.715674 42.262182, -71.715709 42.262179, -71.715744 42.262177, -71.715779 42.262178, -71.715831 42.262184, -71.715882 42.262196, -71.715932 42.262209, -71.715968 42.262219, -71.716004 42.26223, -71.716041 42.262238, -71.716081 42.26224, -71.716122 42.262239, -71.716162 42.262237, -71.71621 42.262234, -71.716258 42.262232, -71.716306 42.262227, -71.71635 42.262224, -71.716394 42.26222, -71.716438 42.262217, -71.716485 42.262213, -71.716533 42.262208, -71.71658 42.262204, -71.716631 42.262199, -71.716682 42.262194, -71.716731 42.262186, -71.716776 42.262174, -71.71682 42.26216, -71.716862 42.262144, -71.716897 42.262128, -71.71693 42.262111, -71.716962 42.262092, -71.716993 42.26207, -71.717022 42.262046, -71.717051 42.262022, -71.717079 42.262, -71.717106 42.261978, -71.717133 42.261955, -71.717157 42.261931, -71.717181 42.261906, -71.717204 42.261881, -71.717236 42.261853, -71.717268 42.261824, -71.717299 42.261796, -71.717325 42.261769, -71.71735 42.261742, -71.717376 42.261715, -71.7174103 42.2616831, -71.717436 42.26166, -71.717463 42.261631, -71.717486 42.261594, -71.717506 42.261556, -71.717532 42.261521, -71.717556 42.261501, -71.717583 42.261483, -71.71761 42.261464, -71.717638 42.261443, -71.717666 42.261422, -71.717695 42.261402, -71.717721 42.261386, -71.717748 42.261372, -71.717777 42.26136, -71.717809 42.26135, -71.717842 42.261343, -71.717874 42.261332, -71.717876 42.261331, -71.717878 42.26133, -71.71788 42.261329)"
71384035,71397538,0,9414585,0,,,Avon Drive,residential,,,104.63,71397538,71384035,,,"LINESTRING (-71.7487779 42.2810681, -71.748669 42.281237, -71.748572 42.281346, -71.7484 42.281509, -71.748213 42.281666, -71.748027 42.281821)"
71384035,71689893,0,"[9416370, 9415727]",0,2,,"['Avon Avenue', 'Phillips Avenue']",residential,,"['12.2', '15.2']",118.36699999999999,71689893,71384035,,,"LINESTRING (-71.74883 42.282363, -71.748414 42.282447, -71.748384 42.28245, -71.748353 42.282453, -71.748324 42.28245, -71.748305 42.282444, -71.748303 42.282443, -71.748284 42.282432, -71.748267 42.282421, -71.748249 42.282399, -71.748237 42.282373, -71.748226 42.282347, -71.7480399 42.2818552, -71.748027 42.281821)"
71384035,71687516,0,9416370,0,2,,Avon Avenue,residential,,15.2,189.928,71687516,71384035,,,"LINESTRING (-71.747561 42.28015, -71.747675 42.280648, -71.747687 42.280712, -71.747699 42.280777, -71.747712 42.280842, -71.747726 42.280904, -71.74774 42.280966, -71.747755 42.281028, -71.747775 42.281095, -71.747796 42.281162, -71.747817 42.28123, -71.747846 42.28132, -71.747876 42.281412, -71.747906 42.281502, -71.748027 42.281821)"
71384178,71403431,0,9415455,0,1,,Marlboro Street,residential,,6.1,85.09799999999998,71403431,71384178,,,"LINESTRING (-71.732727 42.281588, -71.732723 42.281569, -71.732734 42.281515, -71.732762 42.281461, -71.732791 42.281408, -71.73283 42.281339, -71.732872 42.281272, -71.73291 42.281204, -71.732938 42.281141, -71.732963 42.281076, -71.732982 42.281012, -71.732991 42.280961, -71.732997 42.280909, -71.733003 42.280858)"
71384755,71499455,0,9415892,0,2,,Westview Avenue,residential,30 mph,12.2,224.98600000000002,71499455,71384755,,,"LINESTRING (-71.7296 42.29628, -71.729599 42.296464, -71.729587 42.296595, -71.729535 42.296696, -71.729476 42.296823, -71.729438 42.296927, -71.729446 42.297031, -71.729481 42.297286, -71.729521 42.297452, -71.729601 42.297634, -71.729696 42.29778, -71.729792 42.297886, -71.729893 42.297974, -71.7300808 42.2981137, -71.7301146 42.2981388)"
71384883,71670749,0,9415086,0,2,,Birchwood Drive,residential,30 mph,12.2,82.188,71670749,71384883,,,"LINESTRING (-71.7173992 42.282259, -71.7178815 42.2816117)"
71384883,6542270574,0,9415086,0,2,,Birchwood Drive,residential,30 mph,12.2,21.439,6542270574,71384883,,,"LINESTRING (-71.7179842 42.2814345, -71.7178815 42.2816117)"
71384883,71644876,0,696656778,0,2,,Sunflower Circle,residential,30 mph,12.2,94.697,71644876,71384883,,,"LINESTRING (-71.7189442 42.2818892, -71.718715 42.281902, -71.7178815 42.2816117)"
71386727,71624325,0,9415583,0,2,,Jill Circle,residential,,15.2,63.108000000000004,71624325,71386727,,,"LINESTRING (-71.7148747 42.2825218, -71.714951 42.282527, -71.7150037 42.2825454, -71.7150614 42.2825866, -71.715331 42.282943)"
71386727,71653854,0,451741573,0,2,,Lake Street,tertiary,,12.2,265.419,71653854,71386727,,,"LINESTRING (-71.712972 42.284539, -71.713448 42.284059, -71.713704 42.283836, -71.713974 42.283674, -71.715331 42.282943)"
71386727,71601843,0,451741573,0,2,,Lake Street,tertiary,,12.2,85.25399999999999,71601843,71386727,,,"LINESTRING (-71.716075 42.282425, -71.715994 42.282535, -71.715858 42.282652, -71.715699 42.282754, -71.715331 42.282943)"
71387238,71406849,0,9415024,0,2,,Harvard Avenue,residential,,12.2,318.09000000000003,71406849,71387238,,,"LINESTRING (-71.690895 42.293081, -71.691036 42.293739, -71.691183 42.294417, -71.691327 42.295101, -71.69133 42.295115, -71.691486 42.295908)"
71387238,71619854,0,9415599,0,2,,Main Circle,residential,,12.2,117.41499999999999,71619854,71387238,,,"LINESTRING (-71.690064 42.295833, -71.690781 42.295846, -71.6908495 42.295851, -71.691301 42.295884, -71.691486 42.295908)"
71387238,71659405,0,9415599,0,2,,Main Circle,residential,,12.2,85.01,71659405,71387238,,,"LINESTRING (-71.692457 42.296168, -71.691919 42.296007, -71.691486 42.295908)"
71387315,71409813,0,9416193,0,2,,Jamie Lane,residential,30 mph,15.2,178.28199999999998,71409813,71387315,,,"LINESTRING (-71.6895957 42.3140047, -71.6900461 42.3145185, -71.690338 42.3148512, -71.6904507 42.3149687, -71.6905207 42.315015, -71.6906066 42.3150691, -71.6907044 42.3151077, -71.6907769 42.3151328, -71.6909698 42.3151968)"
71387356,4336002230,0,9415264,0,2,,Cypress Avenue,residential,,,55.048,4336002230,71387356,,,"LINESTRING (-71.7401597 42.3095107, -71.739982 42.309988)"
71387356,71511831,0,9415264,0,2,,Cypress Avenue,residential,,,154.442,71511831,71387356,,,"LINESTRING (-71.739499 42.31133, -71.739502 42.31132, -71.739667 42.310819, -71.739843 42.310359, -71.739982 42.309988)"
71387356,71647621,0,9416297,0,2,,Ivy Path,residential,,,315.71500000000003,71647621,71387356,,,"LINESTRING (-71.741593 42.312499, -71.741409 42.312051, -71.741119 42.311492, -71.740879 42.311038, -71.740617 42.310545, -71.74045 42.310304, -71.740381 42.310211, -71.74031 42.310142, -71.740184 42.310059, -71.7400692 42.3100068, -71.739982 42.309988)"
71387429,71619791,0,9415352,0,2,,Edgemere Boulevard,residential,,10.7,183.655,71619791,71387429,,,"LINESTRING (-71.742367 42.249188, -71.7424266 42.2492598, -71.742445 42.249282, -71.742525 42.249376, -71.742603 42.249471, -71.7426416 42.2495241, -71.742659 42.249548, -71.742714 42.249625, -71.742771 42.2497, -71.742832 42.249774, -71.742895 42.249846, -71.742957 42.249919, -71.743016 42.24999, -71.743074 42.25006, -71.743125 42.250133, -71.743158 42.250189, -71.743188 42.250247, -71.743208 42.250306, -71.743219 42.250359, -71.743222 42.250413, -71.743215 42.250466, -71.743199 42.250506, -71.743176 42.250545, -71.743154 42.250585, -71.743143 42.25061, -71.743132 42.250636, -71.743118 42.25066)"
71387429,71445758,0,"[9415497, 439412427]",0,2,,"['Stringer Dam Road', 'Smith Lane']",residential,,7.6,203.27200000000002,71445758,71387429,,,"LINESTRING (-71.745024 42.25133, -71.744678 42.251095, -71.744432 42.250917, -71.744392 42.250877, -71.7442041 42.2507192, -71.744036 42.2505041, -71.743959 42.250538, -71.743882 42.250559, -71.743804 42.250581, -71.743699 42.250611, -71.743594 42.250639, -71.743487 42.250662, -71.743413 42.250676, -71.743338 42.250687, -71.743264 42.250689, -71.743215 42.250682, -71.743167 42.250671, -71.743118 42.25066)"
71387429,71461322,0,439412435,0,2,,Stringer Dam Road,residential,,10.7,47.347,71461322,71387429,,,"LINESTRING (-71.742622 42.250842, -71.742707 42.250839, -71.742793 42.250825, -71.742874 42.250802, -71.742968 42.250767, -71.743055 42.250719, -71.743118 42.25066)"
71387524,71712251,0,9416321,1,1,,,primary_link,,15.2,54.25,71387524,71712251,,,"LINESTRING (-71.711864 42.2490209, -71.7117353 42.2490244, -71.7116101 42.249041, -71.7114888 42.2490653, -71.7114182 42.2490803, -71.7113529 42.2490952, -71.7112911 42.2491145, -71.711231 42.249139)"
71387524,71411945,0,615638502,1,1,,,primary_link,,15.2,88.31299999999999,71387524,71411945,,,"LINESTRING (-71.711864 42.2490209, -71.71153 42.2489902, -71.7114629 42.2489783, -71.7113922 42.2489566, -71.7113215 42.2489244, -71.7112744 42.2488888, -71.7112323 42.2488515, -71.7111986 42.2488089, -71.711078 42.248599)"
71387524,71625056,0,9416321,1,1,,,primary_link,,15.2,200.18900000000002,71625056,71387524,,,"LINESTRING (-71.713979 42.249779, -71.7138331 42.249779, -71.7137368 42.2497737, -71.7136322 42.2497636, -71.713542 42.2497468, -71.7134538 42.249724, -71.7133691 42.2496922, -71.7132967 42.249658, -71.7132348 42.2496238, -71.7126646 42.249247, -71.712571 42.2491911, -71.7124702 42.2491403, -71.7123607 42.2491014, -71.712244 42.2490677, -71.7121238 42.2490438, -71.711993 42.2490278, -71.711864 42.2490209)"
71387538,71678014,0,9414439,0,2,,Melody Lane,residential,30 mph,15.2,357.508,71678014,71387538,,,"LINESTRING (-71.7078794 42.2812401, -71.7086495 42.2817489, -71.7087213 42.281788, -71.7087989 42.2818186, -71.7088792 42.2818446, -71.708968 42.2818664, -71.7090458 42.2818806, -71.7091322 42.2818885, -71.7092114 42.2818926, -71.7092964 42.2818924, -71.7095063 42.281879, -71.7117857 42.2817076, -71.7119066 42.2816985)"
71387538,71700208,0,9415013,0,2,MA 140,Grafton Street,primary,35 mph,12.2,139.343,71700208,71387538,,,"LINESTRING (-71.7118423 42.2829507, -71.711862 42.2826412, -71.7118662 42.282547, -71.7118673 42.2825225, -71.7118862 42.2821003, -71.711889 42.2820355, -71.7118904 42.2820045, -71.7119005 42.2817786, -71.7119066 42.2816985)"
71387538,71587232,0,9415013,0,2,MA 140,Grafton Street,primary,35 mph,12.2,117.0,71587232,71387538,,,"LINESTRING (-71.7118645 42.2806482, -71.7119 42.280876, -71.7119147 42.2811647, -71.71192 42.28127, -71.7119107 42.2815232, -71.7119066 42.2816985)"
71388382,71720265,0,451741573,0,2,,Lake Street,tertiary,,12.2,26.592,71720265,71388382,,,"LINESTRING (-71.7183639 42.2791048, -71.718514 42.278893)"
71388382,71418702,0,9414497,0,,,Harrington Farms Way,residential,,,155.54299999999995,71418702,71388382,,,"LINESTRING (-71.716804 42.278572, -71.716834 42.278571, -71.71718 42.278554, -71.717215 42.278554, -71.717251 42.278554, -71.717286 42.278555, -71.717319 42.278556, -71.717352 42.278558, -71.717384 42.278562, -71.717419 42.278569, -71.717453 42.278579, -71.717485 42.278591, -71.717515 42.278609, -71.717543 42.27863, -71.717571 42.278652, -71.717602 42.278673, -71.717632 42.278696, -71.717663 42.278717, -71.717696 42.278739, -71.71773 42.278759, -71.717763 42.278781, -71.717797 42.278808, -71.71783 42.278835, -71.717865 42.27886, -71.717891 42.278879, -71.717918 42.278897, -71.717947 42.278909, -71.717975 42.278911, -71.718004 42.27891, -71.718033 42.278908, -71.71805 42.278908, -71.718067 42.278908, -71.718084 42.278908, -71.718514 42.278893)"
